player_name,team_abbreviation,age,player_height,pts,reb,season
Cory Higgins,CHA,24,195.58,2.3,0.5,2012-13
Elton Brand,DAL,34,205.74,7.2,6,2012-13
Eddy Curry,DAL,30,213.36,4.5,2,2012-13
Dion Waiters,CLE,21,193.04,14.7,2.4,2012-13
Dirk Nowitzki,DAL,35,213.36,17.3,6.8,2012-13
Dominic McGuire,IND,27,205.74,2,3,2012-13
Dominique Jones,DAL,24,195.58,4,1.6,2012-13
Donald Sloan,NOH,25,190.5,3.5,1.2,2012-13
Donatas Motiejunas,HOU,22,213.36,5.7,2.1,2012-13
Dorell Wright,PHI,27,205.74,9.2,3.8,2012-13
Doron Lamb,ORL,21,193.04,3.3,1,2012-13
Draymond Green,GSW,23,200.66,2.9,3.3,2012-13
Drew Gooden,MIL,31,208.28,3.3,1.9,2012-13
Dwight Howard,LAL,27,210.82,17.1,12.4,2012-13
Dwyane Wade,MIA,31,193.04,21.2,5,2012-13
E'Twaun Moore,ORL,24,193.04,7.8,2.2,2012-13
Earl Barron,NYK,31,213.36,3.3,5.1,2012-13
Earl Clark,LAL,25,208.28,7.3,5.5,2012-13
Earl Watson,UTA,34,185.42,2,1.8,2012-13
Ed Davis,MEM,24,208.28,7.7,5.7,2012-13
Ekpe Udoh,MIL,26,208.28,4.3,3.3,2012-13
Goran Dragic,PHX,27,190.5,14.7,3.1,2012-13
Corey Maggette,DET,33,198.12,5.3,1.4,2012-13
Cole Aldrich,SAC,24,210.82,2.2,2.7,2012-13
Andrew Nicholson,ORL,23,205.74,7.8,3.4,2012-13
Andris Biedrins,GSW,27,213.36,0.5,2.9,2012-13
Antawn Jamison,LAL,37,205.74,9.4,4.8,2012-13
Anthony Davis,NOH,20,208.28,13.5,8.2,2012-13
Anthony Morrow,DAL,27,195.58,4,0.7,2012-13
Anthony Randolph,DEN,23,210.82,3.7,2.4,2012-13
Anthony Tolliver,ATL,28,203.2,4.1,2.5,2012-13
Andrew Goudelock,LAL,24,190.5,0,1,2012-13
Arnett Moultrie,PHI,22,208.28,3.7,3.1,2012-13
Arron Afflalo,ORL,27,195.58,16.5,3.7,2012-13
Austin Daye,MEM,25,210.82,4.5,2.2,2012-13
Austin Rivers,NOH,20,193.04,6.2,1.8,2012-13
Avery Bradley,BOS,22,187.96,9.2,2.2,2012-13
Ben Gordon,CHA,30,190.5,11.2,1.7,2012-13
Ben Hansbrough,IND,25,190.5,2,0.6,2012-13
Beno Udrih,ORL,30,190.5,8.2,2.1,2012-13
Aron Baynes,SAS,26,208.28,2.7,2,2012-13
Andrew Bogut,GSW,28,213.36,5.8,7.7,2012-13
Andrei Kirilenko,MIN,32,205.74,12.4,5.7,2012-13
Andrea Bargnani,TOR,27,213.36,12.7,3.7,2012-13
Aaron Brooks,HOU,28,182.88,7.1,1.5,2012-13
Aaron Gray,TOR,28,213.36,2.8,3.2,2012-13
Al Harrington,ORL,33,205.74,5.1,2.7,2012-13
Al Horford,ATL,27,208.28,17.4,10.2,2012-13
Al Jefferson,UTA,28,208.28,17.8,9.2,2012-13
Al-Farouq Aminu,NOH,22,205.74,7.3,7.7,2012-13
Alan Anderson,TOR,30,198.12,10.7,2.3,2012-13
Alec Burks,UTA,21,198.12,7,2.3,2012-13
Alexey Shved,MIN,24,198.12,8.6,2.3,2012-13
Alonzo Gee,CLE,26,198.12,10.3,3.9,2012-13
Amar'e Stoudemire,NYK,30,210.82,14.2,5,2012-13
Amir Johnson,TOR,26,205.74,10,7.5,2012-13
Anderson Varejao,CLE,30,210.82,14.1,14.4,2012-13
Andray Blatche,BKN,26,210.82,10.3,5.1,2012-13
Andre Drummond,DET,19,208.28,7.9,7.6,2012-13
Andre Iguodala,DEN,29,198.12,13,5.3,2012-13
Andre Miller,DEN,37,187.96,9.6,2.9,2012-13
Bernard James,DAL,28,208.28,2.8,2.8,2012-13
Bismack Biyombo,CHA,20,205.74,4.8,7.3,2012-13
Blake Griffin,LAC,24,208.28,18,8.3,2012-13
Boris Diaw,SAS,31,203.2,5.8,3.4,2012-13
Charlie Villanueva,DET,28,210.82,6.8,3.5,2012-13
Chase Budinger,MIN,25,200.66,9.4,3.1,2012-13
Chauncey Billups,LAC,36,190.5,8.4,1.5,2012-13
Chris Andersen,MIA,34,208.28,4.9,4.1,2012-13
Chris Bosh,MIA,29,210.82,16.6,6.8,2012-13
Chris Copeland,NYK,29,203.2,8.7,2.1,2012-13
Chris Douglas-Roberts,DAL,26,200.66,2.8,0.8,2012-13
Chris Duhon,LAL,30,185.42,2.9,1.5,2012-13
Chris Johnson,MIN,27,210.82,3.9,2,2012-13
Chris Johnson,MEM,23,198.12,3.6,1.4,2012-13
Chris Kaman,DAL,31,213.36,10.5,5.6,2012-13
Chris Paul,LAC,28,182.88,16.9,3.7,2012-13
Chris Quinn,CLE,29,187.96,1.4,0.3,2012-13
Chris Singleton,WAS,23,203.2,4.1,3.2,2012-13
Chris Wilcox,BOS,30,208.28,4.2,3,2012-13
Chris Wright,DAL,23,185.42,0.7,0,2012-13
Chuck Hayes,SAC,30,198.12,2.7,4,2012-13
Charles Jenkins,PHI,24,190.5,1.9,0.5,2012-13
Corey Brewer,DEN,27,205.74,12.1,2.9,2012-13
Chandler Parsons,HOU,24,205.74,15.5,5.3,2012-13
Caron Butler,LAC,33,200.66,10.4,2.9,2012-13
Bradley Beal,WAS,20,195.58,13.9,3.8,2012-13
Brandan Wright,DAL,25,208.28,8.5,4.1,2012-13
Brandon Bass,BOS,28,203.2,8.7,5.2,2012-13
Brandon Jennings,MIL,23,185.42,17.5,3.1,2012-13
Brandon Knight,DET,21,190.5,13.3,3.3,2012-13
Brandon Roy,MIN,28,198.12,5.8,2.8,2012-13
Brandon Rush,GSW,27,198.12,7,0.5,2012-13
Brendan Haywood,CHA,33,213.36,3.5,4.8,2012-13
Brian Roberts,NOH,27,185.42,7.1,1.2,2012-13
Brook Lopez,BKN,25,213.36,19.4,6.9,2012-13
Byron Mullens,CHA,24,213.36,10.6,6.4,2012-13
C.J. Watson,BKN,29,187.96,6.8,1.8,2012-13
CJ Miles,CLE,26,198.12,11.2,2.7,2012-13
Carl Landry,GSW,29,205.74,10.8,6,2012-13
Carlos Boozer,CHI,31,205.74,16.2,9.8,2012-13
Carlos Delfino,HOU,30,198.12,10.6,3.3,2012-13
Carmelo Anthony,NYK,29,203.2,28.7,6.9,2012-13
Cartier Martin,WAS,28,200.66,6.6,2.4,2012-13
AJ Price,WAS,26,187.96,7.7,2,2012-13
Gordon Hayward,UTA,23,203.2,14.1,3.1,2012-13
Greg Monroe,DET,23,210.82,16,9.6,2012-13
Kyle Korver,ATL,32,200.66,10.9,4,2012-13
Kwame Brown,PHI,31,210.82,1.9,3.4,2012-13
Kurt Thomas,NYK,40,205.74,2.5,2.3,2012-13
Kris Joseph,BKN,24,200.66,0.9,0.7,2012-13
Kris Humphries,BKN,28,205.74,5.8,5.6,2012-13
Kosta Koufos,DEN,24,213.36,8,6.9,2012-13
Kobe Bryant,LAL,34,198.12,27.3,5.6,2012-13
Kyle Lowry,TOR,27,182.88,11.6,4.7,2012-13
Klay Thompson,GSW,23,200.66,16.6,3.7,2012-13
Kim English,DET,24,198.12,2.9,0.9,2012-13
Khris Middleton,DET,21,200.66,6.1,1.9,2012-13
Keyon Dooling,MEM,33,190.5,4.4,0.1,2012-13
Kevin Seraphin,WAS,23,205.74,9.1,4.4,2012-13
Kevin Murphy,UTA,23,198.12,0.9,0.2,2012-13
Kevin Martin,OKC,30,200.66,14,2.3,2012-13
Kevin Love,MIN,24,208.28,18.3,14,2012-13
Kirk Hinrich,CHI,32,193.04,7.7,2.6,2012-13
Kyle O'Quinn,ORL,23,208.28,4.1,3.7,2012-13
Kyle Singler,DET,25,203.2,8.8,4,2012-13
Kyrie Irving,CLE,21,190.5,22.5,3.7,2012-13
Luke Ridnour,MIN,32,187.96,11.5,2.5,2012-13
Luke Babbitt,POR,24,205.74,3.9,2.2,2012-13
Luis Scola,PHX,33,205.74,12.8,6.6,2012-13
Luc Mbah a Moute,MIL,26,203.2,6.7,4.4,2012-13
Lou Williams,ATL,26,185.42,14.1,2.1,2012-13
Lou Amundson,NOH,30,205.74,1.9,2.7,2012-13
Linas Kleiza,TOR,28,203.2,7.4,2.6,2012-13
Leandro Barbosa,BOS,30,190.5,5.2,1.1,2012-13
LeBron James,MIA,28,203.2,26.8,8,2012-13
Lazar Hayward,MIN,26,198.12,2.5,1,2012-13
Lavoy Allen,PHI,24,205.74,5.8,5,2012-13
Larry Sanders,MIL,24,210.82,9.8,9.5,2012-13
Landry Fields,TOR,25,200.66,4.7,4.1,2012-13
Lance Thomas,NOH,25,203.2,2.5,1.9,2012-13
Lance Stephenson,IND,22,195.58,8.8,3.9,2012-13
Lamar Odom,LAC,33,208.28,4,5.9,2012-13
LaMarcus Aldridge,POR,27,210.82,21.1,9.1,2012-13
Kevin Jones,CLE,23,203.2,3,2.4,2012-13
Kevin Garnett,BOS,37,210.82,14.8,7.8,2012-13
Kevin Durant,OKC,24,205.74,28.1,7.9,2012-13
Kenyon Martin,NYK,35,205.74,7.2,5.3,2012-13
Jordan Hamilton,DEN,22,200.66,5.2,2.4,2012-13
Jordan Crawford,BOS,24,193.04,11.6,3,2012-13
Jonas Valanciunas,TOR,21,210.82,8.9,6,2012-13
Jonas Jerebko,DET,26,208.28,7.7,3.8,2012-13
Jon Leuer,MEM,24,208.28,2,1.3,2012-13
John Wall,WAS,22,193.04,18.5,4,2012-13
John Salmons,SAC,33,198.12,8.8,2.7,2012-13
John Lucas III,TOR,30,180.34,5.3,1,2012-13
John Jenkins,ATL,22,193.04,6.1,1.5,2012-13
John Henson,MIL,22,210.82,6,4.7,2012-13
Johan Petro,ATL,27,213.36,3.5,3.6,2012-13
Joel Przybilla,MIL,33,215.9,0.2,1.8,2012-13
Joel Freeland,POR,26,208.28,2.6,2.3,2012-13
Joel Anthony,MIA,30,205.74,1.4,1.9,2012-13
Joe Johnson,BKN,32,200.66,16.3,3,2012-13
Jodie Meeks,LAL,25,193.04,7.9,2.2,2012-13
Joakim Noah,CHI,28,210.82,11.9,11.1,2012-13
Jordan Hill,LAL,25,208.28,6.7,5.7,2012-13
Luke Walton,CLE,33,203.2,3.4,2.9,2012-13
Jose Calderon,DET,31,190.5,11.3,2.4,2012-13
Josh Childress,BKN,30,203.2,1,1.1,2012-13
Kent Bazemore,GSW,23,195.58,2,0.4,2012-13
Kenneth Faried,DEN,23,203.2,11.5,9.2,2012-13
Kendrick Perkins,OKC,28,208.28,4.2,6,2012-13
Kendall Marshall,PHX,21,193.04,3,0.9,2012-13
Kemba Walker,CHA,23,185.42,17.7,3.5,2012-13
Keith Bogans,BKN,33,195.58,4.2,1.6,2012-13
Kawhi Leonard,SAS,22,200.66,11.9,6,2012-13
Juwan Howard,MIA,40,205.74,3,1.1,2012-13
Justin Holiday,PHI,24,198.12,4.7,1.6,2012-13
Justin Dentmon,DAL,27,180.34,0,0,2012-13
Julyan Stone,DEN,24,198.12,1.8,0.8,2012-13
Jrue Holiday,PHI,23,193.04,17.7,4.2,2012-13
Jerryd Bayless,MEM,24,190.5,8.7,2.2,2012-13
Josh Selby,MEM,22,187.96,2,0.5,2012-13
Josh McRoberts,CHA,26,208.28,6,4.9,2012-13
Josh Howard,MIN,33,200.66,6.7,3.3,2012-13
Josh Harrellson,MIA,24,208.28,1.7,1.2,2012-13
Josh Akognon,DAL,27,180.34,1.7,0.3,2012-13
Grant Hill,LAC,40,203.2,3.2,1.7,2012-13
Luke Zeller,PHX,26,210.82,1.2,0.6,2012-13
Maalik Wayns,LAC,22,185.42,2.8,0.3,2012-13
Jamaal Tinsley,UTA,35,190.5,3.5,1.7,2012-13
Jamal Crawford,LAC,33,195.58,16.5,1.7,2012-13
Jameer Nelson,ORL,31,182.88,14.7,3.7,2012-13
James Anderson,HOU,24,198.12,3.8,1.8,2012-13
James Harden,HOU,23,195.58,25.9,4.9,2012-13
James Johnson,SAC,26,205.74,5.1,2.7,2012-13
James Jones,MIA,32,203.2,1.6,0.6,2012-13
Jae Crowder,DAL,22,198.12,5,2.4,2012-13
James White,NYK,30,200.66,2.2,0.8,2012-13
Jannero Pargo,CHA,33,185.42,6.5,1.1,2012-13
Jared Cunningham,DAL,22,193.04,2,0.4,2012-13
Jared Dudley,PHX,27,200.66,10.9,3.1,2012-13
Jared Jeffries,POR,31,210.82,1.2,1.6,2012-13
Jared Sullinger,BOS,21,205.74,6,5.9,2012-13
Jarrett Jack,GSW,29,190.5,12.9,3.1,2012-13
Jarvis Varnado,MIA,25,205.74,0.6,0.7,2012-13
Jan Vesely,WAS,23,210.82,2.5,2.4,2012-13
JaVale McGee,DEN,25,213.36,9.1,4.8,2012-13
JR Smith,NYK,27,198.12,18.1,5.3,2012-13
JJ Redick,MIL,29,193.04,14.1,2.2,2012-13
Greg Smith,HOU,22,208.28,6,4.6,2012-13
Greg Stiemsma,MIN,27,210.82,4,3.4,2012-13
Greivis Vasquez,NOH,26,198.12,13.9,4.3,2012-13
Gustavo Ayon,MIL,28,208.28,3.7,3.6,2012-13
Hakim Warrick,CHA,30,205.74,6.9,3.2,2012-13
Hamed Haddadi,PHX,28,218.44,2.8,3.7,2012-13
Harrison Barnes,GSW,21,203.2,9.2,4.1,2012-13
Hasheem Thabeet,OKC,26,220.98,2.4,3,2012-13
Hedo Turkoglu,ORL,34,208.28,2.9,2.4,2012-13
Henry Sims,NOH,23,208.28,2,1,2012-13
Ian Mahinmi,IND,26,210.82,5,3.9,2012-13
Iman Shumpert,NYK,23,195.58,6.8,3,2012-13
Isaiah Thomas,SAC,24,175.26,13.9,2,2012-13
Ish Smith,MIL,24,182.88,2.4,1.2,2012-13
Ivan Johnson,ATL,29,203.2,6.6,3.9,2012-13
J.J. Barea,MIN,29,182.88,11.3,2.8,2012-13
JJ Hickson,POR,24,205.74,12.7,10.4,2012-13
Jason Collins,WAS,34,213.36,1.1,1.6,2012-13
Jason Kidd,NYK,40,193.04,6,4.3,2012-13
Jason Maxiell,DET,30,200.66,6.9,5.7,2012-13
Jason Richardson,PHI,32,198.12,10.5,3.8,2012-13
Marvin Williams,UTA,27,205.74,7.2,3.6,2012-13
Martell Webster,WAS,26,200.66,11.4,3.9,2012-13
Marreese Speights,CLE,25,208.28,8.3,4.9,2012-13
Marquis Teague,CHI,20,187.96,2.1,0.9,2012-13
Marquis Daniels,MIL,32,198.12,5.5,2.5,2012-13
Markieff Morris,PHX,23,208.28,8.2,4.8,2012-13
Mario Chalmers,MIA,27,187.96,8.6,2.2,2012-13
Marcus Thornton,SAC,26,193.04,12.7,2.5,2012-13
Marcus Morris,PHX,23,205.74,7.7,3.6,2012-13
Marcus Camby,NYK,39,210.82,1.8,3.3,2012-13
Marco Belinelli,CHI,27,195.58,9.6,1.9,2012-13
Marcin Gortat,PHX,29,210.82,11.1,8.5,2012-13
Marc Gasol,MEM,28,215.9,14.1,7.8,2012-13
MarShon Brooks,BKN,24,195.58,5.4,1.4,2012-13
Manu Ginobili,SAS,35,198.12,11.8,3.4,2012-13
Malcolm Thomas,CHI,24,205.74,1.3,1.3,2012-13
Malcolm Lee,MIN,23,195.58,4.9,2.4,2012-13
Matt Barnes,LAC,33,200.66,10.3,4.6,2012-13
Luol Deng,CHI,28,205.74,16.5,6.3,2012-13
Matt Bonner,SAS,33,208.28,4.2,1.9,2012-13
Maurice Harkless,ORL,20,203.2,8.2,4.4,2012-13
Jason Smith,NOH,27,213.36,8.2,3.6,2012-13
Jason Terry,BOS,35,187.96,10.1,2,2012-13
Jason Thompson,SAC,26,210.82,10.9,6.7,2012-13
Jeff Adrien,CHA,27,200.66,4,3.8,2012-13
Jeff Ayres,IND,26,205.74,3.9,2.8,2012-13
Jeff Green,BOS,26,205.74,12.8,3.9,2012-13
Jeff Teague,ATL,25,187.96,14.6,2.3,2012-13
Jeffery Taylor,CHA,24,200.66,6.1,1.9,2012-13
Jeremy Evans,UTA,25,205.74,2,1.6,2012-13
Jeremy Lamb,OKC,21,195.58,3.1,0.8,2012-13
Jeremy Lin,HOU,24,190.5,13.4,3,2012-13
Jeremy Pargo,PHI,27,187.96,6.8,1.3,2012-13
Jeremy Tyler,ATL,22,208.28,1,1,2012-13
Jermaine O'Neal,PHX,34,210.82,8.3,5.3,2012-13
Jerry Stackhouse,BKN,38,198.12,4.9,0.9,2012-13
Meyers Leonard,POR,21,215.9,5.5,3.7,2012-13
Metta World Peace,LAL,33,200.66,12.4,5,2012-13
Matt Carroll,CHA,32,198.12,0,0,2012-13
Jimmy Butler,CHI,23,200.66,8.6,4,2012-13
Jimmer Fredette,SAC,24,187.96,7.2,1,2012-13
Roger Mason Jr.,NOH,32,195.58,5.3,1.9,2012-13
Robin Lopez,NOH,25,213.36,11.3,5.6,2012-13
Robert Sacre,LAL,24,213.36,1.3,1.1,2012-13
Ricky Rubio,MIN,22,193.04,10.7,4,2012-13
Richard Jefferson,GSW,33,200.66,3.1,1.5,2012-13
Richard Hamilton,CHI,35,200.66,9.8,1.7,2012-13
Reggie Williams,CHA,26,198.12,3.7,1.3,2012-13
Reggie Jackson,OKC,23,190.5,5.3,2.4,2012-13
Rodney Stuckey,DET,27,195.58,11.5,2.8,2012-13
Reggie Evans,BKN,33,203.2,4.5,11.1,2012-13
Ray Allen,MIA,37,195.58,10.9,2.7,2012-13
Rasheed Wallace,NYK,38,210.82,7,4,2012-13
Rashard Lewis,MIA,33,208.28,5.2,2.2,2012-13
Randy Foye,UTA,29,193.04,10.8,1.5,2012-13
Ramon Sessions,CHA,27,190.5,14.4,2.8,2012-13
Rajon Rondo,BOS,27,185.42,13.7,5.6,2012-13
Quincy Pondexter,MEM,25,198.12,6.4,2.2,2012-13
Raymond Felton,NYK,29,185.42,13.9,2.9,2012-13
Rodrigue Beaubois,DAL,25,187.96,4,1.3,2012-13
Ronnie Brewer,OKC,28,200.66,3,2.3,2012-13
Ronnie Price,POR,30,187.96,2.7,1.1,2012-13
Shavlik Randolph,BOS,29,208.28,4.2,4.4,2012-13
Shaun Livingston,CLE,27,200.66,6.3,2.4,2012-13
Shane Battier,MIA,34,203.2,6.6,2.3,2012-13
Serge Ibaka,OKC,23,208.28,13.2,7.7,2012-13
Sebastian Telfair,TOR,28,182.88,5.6,1.4,2012-13
Scott Machado,GSW,23,185.42,1.3,0.2,2012-13
Sasha Pavlovic,POR,29,200.66,2.6,1.4,2012-13
Samuel Dalembert,MIL,33,210.82,6.7,5.9,2012-13
Samardo Samuels,CLE,24,205.74,3.2,1.6,2012-13
Sam Young,IND,28,198.12,2.8,2.2,2012-13
Ryan Hollins,LAC,28,213.36,3.4,2.3,2012-13
Ryan Anderson,NOH,25,208.28,16.2,6.4,2012-13
Russell Westbrook,OKC,24,190.5,23.2,5.2,2012-13
Rudy Gay,TOR,26,203.2,18.2,6.1,2012-13
Royal Ivey,PHI,31,193.04,3.2,1.1,2012-13
Roy Hibbert,IND,26,218.44,11.9,8.3,2012-13
Ronny Turiaf,LAC,30,208.28,1.9,2.3,2012-13
Quincy Miller,DEN,20,205.74,1.3,0.3,2012-13
Shawn Marion,DAL,35,200.66,12.1,7.8,2012-13
Quincy Acy,TOR,22,200.66,4,2.7,2012-13
Perry Jones III,OKC,21,210.82,2.3,1.6,2012-13
Nazr Mohammed,CHI,35,208.28,2.6,3.1,2012-13
Nate Robinson,CHI,29,175.26,13.1,2.2,2012-13
Nando De Colo,SAS,26,195.58,3.8,1.9,2012-13
Monta Ellis,MIL,27,190.5,19.2,3.9,2012-13
Mo Williams,UTA,30,185.42,12.9,2.4,2012-13
Mirza Teletovic,BKN,27,205.74,3.5,1.8,2012-13
Miles Plumlee,IND,24,210.82,0.9,1.6,2012-13
Nene,WAS,30,210.82,12.6,6.7,2012-13
Mike Scott,ATL,24,203.2,4.6,2.8,2012-13
Mike James,DAL,38,187.96,6.1,1.6,2012-13
Mike Dunleavy,MIL,32,205.74,10.5,3.9,2012-13
Mike Conley,MEM,25,185.42,14.6,2.8,2012-13
Mickael Pietrus,TOR,31,198.12,5.3,1.9,2012-13
Mickael Gelabale,MIN,30,200.66,5,2.8,2012-13
Michael Kidd-Gilchrist,CHA,19,200.66,9,5.8,2012-13
Michael Beasley,PHX,24,208.28,10.1,3.8,2012-13
Mike Miller,MIA,33,203.2,4.8,2.7,2012-13
Nick Collison,OKC,32,208.28,5.1,4.1,2012-13
Nick Young,PHI,28,200.66,10.6,2.2,2012-13
Nicolas Batum,POR,24,203.2,14.3,5.6,2012-13
Paul Pierce,BOS,35,200.66,18.6,6.3,2012-13
Paul Millsap,UTA,28,203.2,14.6,7.1,2012-13
Paul George,IND,23,203.2,17.4,7.6,2012-13
Pau Gasol,LAL,32,213.36,13.7,8.6,2012-13
Patty Mills,SAS,24,182.88,5.1,0.9,2012-13
Patrick Patterson,SAC,24,205.74,10.4,4.7,2012-13
Patrick Beverley,HOU,24,185.42,5.6,2.7,2012-13
Pablo Prigioni,NYK,36,190.5,3.5,1.8,2012-13
PJ Tucker,PHX,28,198.12,6.4,4.4,2012-13
Orlando Johnson,IND,24,195.58,4,2.2,2012-13
Omri Casspi,CLE,25,205.74,4,2.7,2012-13
Omer Asik,HOU,26,213.36,10.1,11.7,2012-13
O.J. Mayo,DAL,25,193.04,15.3,3.5,2012-13
Norris Cole,MIA,24,187.96,5.6,1.6,2012-13
Nolan Smith,POR,24,187.96,2.8,0.7,2012-13
Nikola Vucevic,ORL,22,213.36,13.1,11.9,2012-13
Nikola Pekovic,MIN,27,210.82,16.3,8.8,2012-13
Quentin Richardson,NYK,33,198.12,5,10,2012-13
Shelvin Mack,ATL,23,190.5,4.6,1.3,2012-13
Shannon Brown,PHX,27,193.04,10.5,2.5,2012-13
Spencer Hawes,PHI,25,215.9,11,7.2,2012-13
Troy Murphy,DAL,33,210.82,4.6,3.5,2012-13
Ty Lawson,DEN,25,180.34,16.7,2.7,2012-13
Tyler Hansbrough,IND,27,205.74,7,4.6,2012-13
Tyler Honeycutt,SAC,22,203.2,0.9,1.1,2012-13
Tyler Zeller,CLE,23,213.36,7.9,5.7,2012-13
Tyreke Evans,SAC,23,198.12,15.2,4.4,2012-13
Tyrus Thomas,CHA,26,208.28,4.8,2.3,2012-13
Tyshawn Taylor,BKN,23,190.5,2.2,0.5,2012-13
Tyson Chandler,NYK,30,215.9,10.4,10.7,2012-13
Udonis Haslem,MIA,33,203.2,3.9,5.4,2012-13
Viacheslav Kravtsov,DET,25,210.82,3.1,1.8,2012-13
Victor Claver,POR,24,205.74,3.8,2.4,2012-13
Vince Carter,DAL,36,198.12,13.4,4.1,2012-13
Solomon Jones,NYK,28,208.28,0,1.5,2012-13
Wayne Ellington,CLE,25,193.04,7.9,2.1,2012-13
Wesley Johnson,PHX,25,200.66,8,2.5,2012-13
Wesley Matthews,POR,26,195.58,14.8,2.8,2012-13
Will Barton,POR,22,195.58,4,2,2012-13
Will Bynum,DET,30,182.88,9.8,1.5,2012-13
Will Conroy,MIN,30,187.96,0.3,0.3,2012-13
Willie Green,LAC,31,190.5,6.3,1.3,2012-13
Wilson Chandler,DEN,26,203.2,13,5.1,2012-13
Xavier Henry,NOH,22,198.12,3.9,1.8,2012-13
Zach Randolph,MEM,31,205.74,15.4,11.2,2012-13
Zaza Pachulia,ATL,29,210.82,5.9,6.5,2012-13
Tristan Thompson,CLE,22,205.74,11.7,9.4,2012-13
Trevor Booker,WAS,25,203.2,5.3,5,2012-13
Vladimir Radmanovic,CHI,32,208.28,1.3,1.1,2012-13
Travis Outlaw,SAC,28,205.74,5.3,1.6,2012-13
Trevor Ariza,WAS,28,203.2,9.5,4.8,2012-13
Stephen Curry,GSW,25,190.5,22.9,4,2012-13
Stephen Jackson,SAS,35,203.2,6.2,2.8,2012-13
Steve Blake,LAL,33,190.5,7.3,2.9,2012-13
Steve Nash,LAL,39,190.5,12.7,2.8,2012-13
Steve Novak,NYK,30,208.28,6.6,1.9,2012-13
Tayshaun Prince,MEM,33,205.74,10.4,4.4,2012-13
Terrel Harris,NOH,25,193.04,0.8,1.3,2012-13
Terrence Jones,HOU,21,205.74,5.5,3.4,2012-13
Terrence Ross,TOR,22,198.12,6.4,2,2012-13
Terrence Williams,BOS,26,198.12,4.6,1.8,2012-13
Thabo Sefolosha,OKC,29,200.66,7.6,3.9,2012-13
Taj Gibson,CHI,28,205.74,8,5.3,2012-13
Thomas Robinson,HOU,22,208.28,4.8,4.5,2012-13
Tornike Shengelia,BKN,21,205.74,1.6,1.2,2012-13
Thaddeus Young,PHI,25,203.2,14.8,7.5,2012-13
Tony Wroten,MEM,20,198.12,2.6,0.8,2012-13
Tony Parker,SAS,31,187.96,20.3,3,2012-13
Toney Douglas,SAC,27,187.96,7.5,1.9,2012-13
Tony Allen,MEM,31,193.04,8.9,4.6,2012-13
Tobias Harris,ORL,20,203.2,11,5.2,2012-13
Timofey Mozgov,DEN,26,215.9,2.6,2.6,2012-13
Tim Ohlbrecht,HOU,24,210.82,1,0.3,2012-13
Tim Duncan,SAS,37,210.82,17.8,9.9,2012-13
Tiago Splitter,SAS,28,210.82,10.3,6.4,2012-13
CJ Miles,CLE,27,198.12,9.9,2,2013-14
Caron Butler,OKC,34,200.66,10.5,4.1,2013-14
Carl Landry,SAC,30,205.74,4.2,3.2,2013-14
Carlos Boozer,CHI,32,205.74,13.7,8.3,2013-14
Carmelo Anthony,NYK,30,203.2,27.4,8.1,2013-14
CJ McCollum,POR,22,193.04,5.3,1.3,2013-14
Carrick Felix,CLE,23,198.12,2.7,0.9,2013-14
Aron Baynes,SAS,27,208.28,3,2.7,2013-14
Austin Rivers,NOP,21,193.04,7.7,1.9,2013-14
Austin Daye,SAS,26,210.82,3,1.2,2013-14
Arron Afflalo,ORL,28,195.58,18.2,3.6,2013-14
Arnett Moultrie,PHI,23,208.28,3,2.9,2013-14
Arinze Onuaku,CLE,26,205.74,0.6,1.6,2013-14
C.J. Watson,IND,30,187.96,6.6,1.6,2013-14
Cartier Martin,ATL,29,200.66,5.6,1.9,2013-14
Byron Mullens,PHI,25,213.36,4.2,2,2013-14
Beno Udrih,MEM,31,190.5,4.9,1.4,2013-14
Brian Roberts,NOP,28,185.42,9.4,1.9,2013-14
Avery Bradley,BOS,23,187.96,14.9,3.8,2013-14
Archie Goodwin,PHX,19,195.58,3.7,1.7,2013-14
Ben Gordon,CHA,31,190.5,5.2,1.4,2013-14
Ben McLemore,SAC,21,195.58,8.8,2.9,2013-14
Bernard James,DAL,29,208.28,0.9,1.4,2013-14
Bismack Biyombo,CHA,21,205.74,2.9,4.8,2013-14
Brook Lopez,BKN,26,213.36,20.7,6,2013-14
Blake Griffin,LAC,25,208.28,24.1,9.5,2013-14
Bradley Beal,WAS,21,195.58,17.1,3.7,2013-14
Brandon Bass,BOS,29,203.2,11.1,5.7,2013-14
Brandon Davies,PHI,22,208.28,2.8,2.1,2013-14
Brandon Jennings,DET,24,185.42,15.5,3.1,2013-14
Brandon Knight,MIL,22,190.5,17.9,3.5,2013-14
Brandon Rush,UTA,28,198.12,2.1,1.2,2013-14
Boris Diaw,SAS,32,203.2,9.1,4.1,2013-14
Anthony Tolliver,CHA,29,203.2,6.1,2.6,2013-14
Jameer Nelson,ORL,32,182.88,12.1,3.4,2013-14
Anthony Morrow,NOP,28,195.58,8.4,1.8,2013-14
Allen Crabbe,POR,22,198.12,2.2,0.6,2013-14
Alexis Ajinca,NOP,26,218.44,5.9,4.9,2013-14
Alexey Shved,MIN,25,198.12,4,1.3,2013-14
Alex Len,PHX,21,215.9,2,2.4,2013-14
Alec Burks,UTA,22,198.12,14,3.3,2013-14
Alan Anderson,BKN,31,198.12,7.2,2.2,2013-14
Alonzo Gee,CLE,27,198.12,4,2.3,2013-14
